Item_Identifier,Item_Weight,Item_Visibility,Item_Type,Item_MRP,Outlet_Establishment_Year,Item_Outlet_Sales,source,Item_Visibility_MeanRatio,Outlet_Lifetime,Outlet_Identifier,Item_Fat_Content_Regular,Item_Fat_Content_bad,Item_Type_Extracted_FD,Item_Type_Extracted_NC,Outlet_Size_Medium,Outlet_Size_Small,Outlet_Location_Type_Tier 2,Outlet_Location_Type_Tier 3,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3,Outlet_Identifier_OUT013,Outlet_Identifier_OUT017,Outlet_Identifier_OUT018,Outlet_Identifier_OUT019,Outlet_Identifier_OUT027,Outlet_Identifier_OUT035,Outlet_Identifier_OUT045,Outlet_Identifier_OUT046,Outlet_Identifier_OUT049
FDC22,6.89,0.1423024575,Snack Foods,193.482,1999,2510.066,train,0.9090909090909092,26,OUT049,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDD39,16.7,0.070297175,Dairy,216.385,2002,3678.545,train,0.9241603483604305,23,OUT045,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
DRC36,13.0,0.044984874,Soft Drinks,175.0054,1997,1926.1594,train,0.8713654131579435,28,OUT046,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
DRE01,10.1,0.167155198,Soft Drinks,241.7512,1997,5331.7264,train,0.9296326052508401,28,OUT046,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDP37,15.6,0.142986863,Breakfast,130.3994,1987,2826.9868,train,0.8740008662425522,38,OUT013,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
DRI01,7.97,0.029381254,Soft Drinks,173.7422,2002,2759.0752,train,0.8181818181818182,23,OUT045,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
NCE19,8.97,0.162856593,Household,54.5956,1985,218.3824,train,1.5315371965922526,40,OUT019,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NCS30,5.945,0.08967299966666667,Household,128.9652,2007,1808.3128,train,0.9,18,OUT017,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
FDX31,20.35,0.014885998,Fruits and Vegetables,234.4958,2009,3271.7412,train,0.9640593896516517,16,OUT018,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDH47,13.5,0.128816212,Starchy Foods,96.4068,1997,2527.3768,train,0.9336543470724998,28,OUT046,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDY11,6.71,0.029680868,Baking Goods,65.0142,2009,856.8846,train,1.0031395397563596,16,OUT018,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDU23,12.15,0.036360676,Breads,166.0184,1998,330.2368,train,1.5617277301164747,27,OUT010,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FDO19,17.7,0.016582833,Fruits and Vegetables,50.5034,1987,1458.102,train,0.9328773654189955,38,OUT013,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
FDP08,20.5,0.112316501,Fruits and Vegetables,193.9478,1987,4456.1994,train,0.9207399970809125,38,OUT013,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
FDX19,19.1,0.096653315,Fruits and Vegetables,235.1958,1987,4673.916,train,0.928858984614578,38,OUT013,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
FDJ28,12.3,0.021984639,Frozen Foods,191.2162,2007,1924.162,train,0.9378005594334179,18,OUT017,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
FDE29,8.905,0.143351652,Frozen Foods,62.0878,1999,302.939,train,0.9310779353984705,26,OUT049,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDC14,14.5,0.041482394,Canned,40.0454,2007,209.727,train,0.8767064513594306,18,OUT017,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
FDV44,8.365,0.040069806,Fruits and Vegetables,190.7188,2007,1904.188,train,1.0047209009669558,18,OUT017,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
NCF43,8.51,0.052239735,Household,141.947,2007,2004.058,train,0.963661587528485,18,OUT017,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
NCY42,6.38,0.015149955,Household,144.047,1987,3149.234,train,0.9215224239073324,38,OUT013,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
NCZ06,19.6,0.09370568,Household,253.8698,1985,3297.7074,train,0.9178236893517705,40,OUT027,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
FDB29,16.7,0.052401766,Frozen Foods,115.1176,2004,1488.7288,train,0.9988808408223104,21,OUT035,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDL28,10.0,0.063121982,Frozen Foods,231.7668,1987,460.7336,train,1.0139486621379445,38,OUT013,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
FDF57,14.5,0.058946687,Fruits and Vegetables,168.6448,2002,2897.5616,train,0.9266905026320523,23,OUT045,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDE44,14.65,0.171245426,Fruits and Vegetables,50.3692,1987,591.2304,train,0.9242793140644466,38,OUT013,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
FDU33,7.63,0.134057426,Snack Foods,45.3402,1985,918.804,train,0.8704928782260267,40,OUT027,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
FDA08,11.85,0.050368454,Fruits and Vegetables,163.8526,2007,1808.9786,train,0.9300460778770158,18,OUT017,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
NCC06,19.0,0.026986367,Household,127.1336,1997,2812.3392,train,0.8747287963523015,28,OUT046,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDO32,6.36,0.120543611,Fruits and Vegetables,45.806,1997,1165.15,train,0.929632602961959,28,OUT046,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDU39,18.85,0.036037952,Meat,58.4562,1997,711.0744,train,0.9990697574745786,28,OUT046,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCK18,9.6,0.006725388,Household,165.9184,2009,2972.1312,train,0.8872783405115484,16,OUT018,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDI26,5.94,0.034940979,Canned,177.3344,1999,1605.9096,train,0.9237238363420832,26,OUT049,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
DRE37,13.5,0.094219593,Soft Drinks,189.9872,1997,1323.6104,train,0.9248149498404703,28,OUT046,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCN26,10.85,0.048004263,Household,117.5808,1998,351.5424,train,1.603401595718692,27,OUT010,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FDS16,15.15,0.066164431,Frozen Foods,147.376,2004,2197.14,train,1.0139005933357281,21,OUT035,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDE40,15.6,0.09643654355555556,Dairy,62.4194,2009,804.9522,train,0.9,16,OUT018,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDP03,5.15,0.0637860281,Meat,122.9388,2007,2105.2596,train,0.9090909090909092,18,OUT017,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
FDA27,20.35,0.030975716,Dairy,253.9672,1999,3068.0064,train,0.926703806846589,26,OUT049,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDJ12,8.895,0.039101813,Baking Goods,208.8296,1999,5400.9696,train,0.9310779406272855,26,OUT049,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDT03,21.25,0.010039493,Meat,181.7608,2009,1102.5648,train,0.878292032553771,16,OUT018,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDF50,4.905,0.117308165,Canned,195.7768,2004,2956.152,train,1.0654183415193377,21,OUT035,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDC51,10.895,0.009641375,Dairy,124.173,2002,1601.249,train,0.9344170506001825,23,OUT045,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
NCL55,12.15,0.113212516,Others,254.604,1985,759.012,train,1.6621331900763805,40,OUT019,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FDZ23,17.75,0.067490036,Baking Goods,185.224,2004,6338.416,train,0.8745633878410777,21,OUT035,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDW24,6.8,0.037573095,Baking Goods,50.2034,2002,1166.4816,train,0.8765027661182095,23,OUT045,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDH21,10.395,0.031219108,Seafood,156.9604,2004,4595.3516,train,0.8745633791960993,21,OUT035,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
NCQ41,14.8,0.032606181,Health and Hygiene,193.5794,1998,390.1588,train,1.6061930029721991,27,OUT010,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FDH48,13.5,0.050968725699999995,Baking Goods,84.554,2009,778.986,train,0.7692307692307693,16,OUT018,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDX11,16.0,0.106731895,Baking Goods,183.6634,2004,2544.6876,train,0.99888083323301,21,OUT035,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDK33,17.85,0.0112259,Snack Foods,211.956,1987,4474.176,train,0.8740008353454567,38,OUT013,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
FDV36,18.7,0.026355345,Baking Goods,127.102,2002,3289.052,train,0.8731325448381666,23,OUT045,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
NCW41,18.0,0.01548171,Health and Hygiene,159.3604,2002,2059.9852,train,0.9285252038325434,23,OUT045,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDU32,8.785,0.045465958,Fruits and Vegetables,120.8414,1985,852.8898,train,1.6657538242278704,40,OUT019,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FDE36,5.26,0.041857101,Baking Goods,162.7868,2002,4258.4568,train,0.8727970521170849,23,OUT045,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDO27,6.175,0.1867793615,Meat,94.9752,2002,1534.0032,train,0.9090909090909092,23,OUT045,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDW27,5.86,0.151159243,Meat,156.6314,2002,3257.7594,train,0.9273093943372548,23,OUT045,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDJ48,11.3,0.056161529,Baking Goods,246.9118,1985,5681.2714,train,0.9287446545875996,40,OUT027,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
FDR11,10.5,0.142419608,Breads,161.1578,1987,1765.0358,train,0.9288589892901556,38,OUT013,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
FDV07,9.5,0.031410378,Fruits and Vegetables,110.3228,2009,2763.07,train,1.070691950686618,16,OUT018,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDO50,16.25,0.077790204,Canned,93.0804,1985,2940.1728,train,0.9457175800847342,40,OUT027,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
FDN04,11.8,0.014166739,Frozen Foods,178.2344,2007,2854.9504,train,1.0205056694655237,18,OUT017,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
FDZ08,12.5,0.110215444,Fruits and Vegetables,81.8592,2002,1238.388,train,1.013609590633497,23,OUT045,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDD05,19.35,0.016679143,Frozen Foods,119.3098,2009,1928.1568,train,0.8782920642724399,16,OUT018,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDV60,20.2,0.117339056,Baking Goods,195.011,2004,2749.754,train,0.8712006398983503,21,OUT035,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
NCG30,20.2,0.112227747,Household,123.5046,1987,2739.1012,train,0.9215224118618335,38,OUT013,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
FDX37,16.2,0.062724117,Canned,100.57,1985,5093.37,train,0.9284386967706453,40,OUT027,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
FDW24,6.8,0.037555348,Baking Goods,49.6034,1999,972.068,train,0.8760887652329937,26,OUT049,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
DRM48,15.2,0.112349962,Soft Drinks,39.1848,1985,559.272,train,0.9251308153164943,40,OUT027,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
FDF46,7.07,0.093217569,Snack Foods,116.7834,1985,4952.8862,train,0.9205197664234014,40,OUT027,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
NCY54,8.43,0.177661246,Household,170.5422,2004,3621.2862,train,0.9294568200048131,21,OUT035,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDS35,9.3,0.11184963,Breads,64.6826,2007,774.9912,train,1.004720894585065,18,OUT017,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
FDB04,11.35,0.06321435,Dairy,88.3856,2004,1318.284,train,0.87456338186483,21,OUT035,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
NCK05,20.1,0.077892365,Health and Hygiene,59.3536,2007,918.804,train,0.9570280745231582,18,OUT017,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
FDT46,11.35,0.051564827,Snack Foods,49.0008,1998,101.2016,train,1.4786484003124165,27,OUT010,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FDP52,18.7,0.070349402,Frozen Foods,228.601,1985,7350.432,train,0.9447554553913772,40,OUT027,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
NCR17,9.8,0.024521239,Health and Hygiene,117.5492,2007,1390.1904,train,1.0047208945358288,18,OUT017,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
NCN54,20.35,0.021447102,Household,76.3328,2007,1312.9576,train,0.9275067474121577,18,OUT017,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
FDX12,18.2,0.026059557,Baking Goods,241.2196,2004,6507.5292,train,0.9585604445411415,21,OUT035,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
DRL23,18.35,0.015301418,Hard Drinks,105.2938,2004,2036.6822,train,0.9221155363555458,21,OUT035,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
DRN47,12.1,0.017550444300000002,Hard Drinks,179.866,2002,3595.32,train,0.9090909090909092,23,OUT045,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDM25,10.695,0.060615254,Breakfast,174.0712,1987,2460.7968,train,0.8708395055168536,38,OUT013,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
FDF52,9.3,0.066459891,Frozen Foods,184.2292,1985,4560.73,train,0.8676854166362686,40,OUT027,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
FDU21,11.8,0.076876046,Snack Foods,33.1558,2002,543.2928,train,0.8765027646356693,23,OUT045,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDI15,13.8,0.14215211,Dairy,263.5884,2007,2384.8956,train,0.8764947320437083,18,OUT017,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
FDJ09,15.0,0.058632705,Snack Foods,46.4744,2009,543.2928,train,1.0696501529806335,16,OUT018,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDW03,5.63,0.024541277,Meat,105.1306,1997,3135.918,train,0.8747288071901904,28,OUT046,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDA07,7.55,0.030992735,Fruits and Vegetables,124.3072,1999,2695.1584,train,0.8760887502085298,26,OUT049,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDU39,18.85,0.036241797,Meat,57.3562,2007,1007.3554,train,1.004720893663239,18,OUT017,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
FDI60,7.22,0.038398937,Baking Goods,61.951,2002,1518.024,train,0.9315179301909386,23,OUT045,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDK33,17.85,0.011258035,Snack Foods,211.656,2002,2556.672,train,0.8765027297898954,23,OUT045,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDN01,8.895,0.072511335,Breakfast,177.437,1999,3528.74,train,0.8848622259075679,26,OUT049,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDV38,19.25,0.101689151,Dairy,54.6956,1987,163.7868,train,0.8740008647721587,38,OUT013,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
NCV06,11.3,0.066625843,Household,194.2478,1987,2712.4692,train,0.9508532507017677,38,OUT013,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
FDQ34,10.85,0.162242617,Snack Foods,107.8622,1997,1058.622,train,0.922289916529675,28,OUT046,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
DRK37,5.0,0.034134971800000004,Soft Drinks,189.853,2002,4933.578,train,0.7692307692307694,23,OUT045,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
NCY53,20.0,0.05691632744444444,Health and Hygiene,110.2544,1987,1454.1072,train,0.8999999999999999,38,OUT013,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
FDD53,16.2,0.044008347,Frozen Foods,43.7454,1985,671.1264,train,0.8671457743018736,40,OUT027,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
FDV49,10.0,0.025867353,Canned,264.6226,1999,4757.8068,train,0.9237238266643948,26,OUT049,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDY36,12.3,0.016476619,Baking Goods,74.338,1985,146.476,train,1.5315372108243415,40,OUT019,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FDH34,8.63,0.031095246,Snack Foods,185.7582,1997,3529.4058,train,0.9222899082772467,28,OUT046,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCD07,9.1,0.041583976375,Household,115.4518,2007,2390.8878,train,0.8,18,OUT017,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
FDB51,6.92,0.038422076,Dairy,62.5852,1987,438.0964,train,0.998238355189532,38,OUT013,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
NCH42,6.86,0.061155983,Household,228.401,1998,229.701,train,1.464116662292183,27,OUT010,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NCI31,20.0,0.08131178,Others,37.819,2004,439.428,train,0.8712701351461974,21,OUT035,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDL56,14.1,0.125756824,Fruits and Vegetables,87.1198,2004,2529.3742,train,0.9221155210207866,21,OUT035,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDG29,17.6,0.05661033,Frozen Foods,41.7454,2007,209.727,train,1.0047208961387275,18,OUT017,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
FDJ45,17.75,0.073709686,Seafood,35.1216,2009,415.4592,train,0.9260469342028154,16,OUT018,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDJ38,8.6,0.040432954,Canned,191.653,2007,3795.06,train,0.9295522055448662,18,OUT017,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
NCO05,7.27,0.046749112,Health and Hygiene,100.4384,2009,1970.768,train,0.9334195359783184,16,OUT018,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDW24,6.8,0.062762374,Baking Goods,50.4034,1998,48.6034,train,1.464116661647,27,OUT010,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FDN34,15.6,0.045542628,Snack Foods,170.7132,1985,4904.2828,train,0.9444302104781345,40,OUT027,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
FDH46,6.935,0.041346469,Snack Foods,103.1332,1999,820.2656,train,0.931077930301748,26,OUT049,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDW39,6.69,0.036903419,Meat,175.137,2004,1235.059,train,0.9922868023841502,21,OUT035,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
DRK59,8.895,0.075084457,Hard Drinks,233.9616,1985,4452.8704,train,0.9554986114901977,40,OUT027,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
FDU25,12.35,0.026735372,Canned,57.4246,2002,810.9444,train,1.001095891744603,23,OUT045,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDC44,15.6,0.172453254,Fruits and Vegetables,115.1518,1987,683.1108,train,0.9324365413258241,38,OUT013,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
FDG17,6.865,0.035666655,Frozen Foods,246.2486,1985,8063.5038,train,0.9178237003344096,40,OUT027,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
FDI45,13.1,0.037581243,Fruits and Vegetables,175.5054,1997,2451.4756,train,0.9222899078723065,28,OUT046,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDK08,9.195,0.122202946,Fruits and Vegetables,100.1016,1987,1619.2256,train,0.8711820905119075,38,OUT013,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
FDW36,11.15,0.056921876,Baking Goods,107.1622,2004,423.4488,train,0.9221155284047511,21,OUT035,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDL39,16.1,0.063319379,Dairy,180.9318,2004,1984.7498,train,0.8745633838984725,21,OUT035,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDS13,6.465,0.124402507,Canned,266.1884,1987,5299.768,train,0.8710498613951285,38,OUT013,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
FDO57,20.75,0.108879177,Snack Foods,161.5578,1999,320.9156,train,0.8760887607379275,26,OUT049,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDS37,7.655,0.032125561,Canned,115.7492,2007,2548.6824,train,0.9348909770441669,18,OUT017,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
FDV26,20.25,0.076097073,Dairy,193.5794,1987,1950.794,train,0.9242293610495392,38,OUT013,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
FDJ22,18.75,0.052766297,Snack Foods,189.7504,1987,2492.7552,train,0.9215224150604339,38,OUT013,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
FDC16,11.5,0.020601791,Dairy,86.054,1999,1038.648,train,1.0163708815461936,26,OUT049,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCH42,6.86,0.036360386,Household,231.601,1985,7580.133,train,0.8704928672305935,40,OUT027,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
FDD46,6.035,0.140571971,Snack Foods,154.7998,1985,3383.5956,train,0.870492877247162,40,OUT027,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
FDT25,7.5,0.05074138,Canned,123.2072,2004,1837.608,train,0.8745633855874709,21,OUT035,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDR34,17.0,0.015997687,Snack Foods,229.1352,2002,4580.704,train,0.9241603689350258,23,OUT045,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDQ10,12.85,0.033018559,Snack Foods,170.4422,1985,5000.8238,train,0.9178236823786987,40,OUT027,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
DRI03,6.03,0.022703693,Dairy,177.9028,1997,4781.7756,train,0.883198477947735,28,OUT046,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDB58,10.5,0.013431109,Snack Foods,143.7154,1985,4821.7236,train,0.8704928783877588,40,OUT027,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
FDQ03,15.0,0.07357181269999999,Meat,235.6248,1999,1896.1984,train,0.8333333333333331,26,OUT049,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
DRD27,18.75,0.023876985,Dairy,97.4042,1999,2281.6966,train,0.9508518880886206,26,OUT049,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDK33,17.85,0.011281018,Snack Foods,213.756,2009,3408.896,train,0.878292088433634,16,OUT018,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
DRL23,18.35,0.015328106,Hard Drinks,107.5938,1999,1822.2946,train,0.9237238460843733,26,OUT049,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDW32,18.35,0.094488071,Fruits and Vegetables,87.1882,2002,515.3292,train,0.8765027634291904,23,OUT045,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
NCL05,19.6,0.047897663,Health and Hygiene,44.677,1997,173.108,train,0.9495662140696222,28,OUT046,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
DRB01,7.39,0.081841136,Soft Drinks,190.053,1985,569.259,train,0.9123564266944671,40,OUT027,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
NCL06,14.65,0.072212787,Household,260.9594,2002,2878.2534,train,0.9315179224754941,23,OUT045,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDH10,21.0,0.049505857,Snack Foods,195.3478,2009,1162.4868,train,0.8782920619290265,16,OUT018,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
NCO14,9.6,0.02981155,Household,45.2086,2007,669.129,train,0.8796766090951655,18,OUT017,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
FDV03,17.6,0.058181585,Meat,154.4314,1999,2326.971,train,0.9310779363300298,26,OUT049,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
